iter	MAE
349	4.378885106
350	4.376430345
351	4.373569857
352	4.372680443
353	4.370686716
354	4.369206152
355	4.368459376
356	4.367572756
357	4.367125203
358	4.36656812
359	4.365974354
360	4.365686215
361	4.364759077
362	4.362804909
363	4.360034897
364	4.35722308
365	4.354711267
366	4.351525012
367	4.350272289
368	4.349152396
369	4.348627716
370	4.345512678
371	4.34316014
372	4.34046154
373	4.338175874
374	4.334730702
375	4.332841935
376	4.328452394
377	4.327838238
378	4.326973341
379	4.324693871
380	4.323973147
381	4.321715179
382	4.321588369
383	4.319240901
384	4.318643796
385	4.317612866
386	4.316071818
387	4.314206854
388	4.31173773
389	4.309059516
390	4.307470295
391	4.305250745
392	4.304741489
393	4.302340486
394	4.301618022
395	4.300503172
396	4.297608235
397	4.297228848
398	4.296094783
399	4.295558965
400	4.293999358
401	4.293426841
402	4.2924109
403	4.291190858
404	4.290330467
405	4.289693088
406	4.287952563
407	4.286907778
408	4.285590778
409	4.285135766
410	4.281938295
411	4.279453327
412	4.27836314
413	4.27818177
414	4.274891427
415	4.27233275
416	4.27104059
417	4.270194219
418	4.269331561
419	4.267485125
420	4.266846177
421	4.265449661
422	4.259375942
423	4.25835709
424	4.256715273
425	4.256049406
426	4.255164039
427	4.252720951
428	4.249760327
429	4.247088959
430	4.246018691
431	4.244607709
432	4.2424588
433	4.241543931
434	4.239769511
435	4.237810158
436	4.237081086
437	4.234346569
438	4.233677064
439	4.230298895
440	4.228056454
441	4.225940192
442	4.221073792
443	4.219564002
444	4.218481406
445	4.216625232
446	4.215553575
447	4.21383398
448	4.21160735
449	4.209543662
450	4.206957657
451	4.205063934
452	4.204511059
453	4.203970227
454	4.202271217
455	4.202018507
456	4.200448883
457	4.199034514
458	4.196226158
459	4.19319376
460	4.188720655
461	4.187719342
462	4.184603936
463	4.183885791
464	4.182425212
465	4.181484824
466	4.179867737
467	4.176883667
468	4.174942418
469	4.172006716
470	4.168417368
471	4.165430125
472	4.164871909
473	4.163744255
474	4.161499274
475	4.160267626
476	4.158007077
477	4.156432433
478	4.154760294
479	4.151139263
480	4.149501448
481	4.147637432
482	4.145678941
483	4.142319901
484	4.140339696
485	4.138434805
486	4.137227754
487	4.13520313
488	4.132822026
489	4.130960161
490	4.130144662
491	4.128642306
492	4.126841941
493	4.122776245
494	4.11989022
495	4.116716959
496	4.115634918
497	4.113931089
498	4.11061637
499	4.109722349
500	4.107883912
501	4.103909738
502	4.10252257
503	4.102092596
504	4.09774769
505	4.096472936
506	4.095122839
507	4.093748874
508	4.091516186
509	4.089437301
510	4.088392489
511	4.084711354
512	4.083307763
513	4.081624632
514	4.080266672
515	4.079408432
516	4.075715443
517	4.073618374
518	4.071750681
519	4.071281549
520	4.069808323
521	4.067573478
522	4.067248856
523	4.065478836
524	4.062410988
525	4.060037485
526	4.059429296
527	4.057421996
528	4.05474417
529	4.050997384
530	4.050073873
531	4.048252973
532	4.047462083
533	4.04552915
534	4.044146776
535	4.040654287
536	4.037194263
537	4.035114802
538	4.034422815
539	4.033091785
540	4.032357262
541	4.031259809
542	4.030142027
543	4.028574236
544	4.028382838
545	4.028016474
546	4.026977714
547	4.023830911
548	4.020883093
549	4.019541868
